"Trade Date","EP Code","LOP A/C No","BI/Omni Code","BI TO Code","A/C Nature","A/C Type","Product Code","Strike","Option Type","Contract Month","LOP OI Long","LOP OI Short","LOP PD"
"23-12-2016","UWD","009RHGEP","HED_1354","BIT_1348","HG","C","HHIF",""," ","12/2016","","43","-43"
"23-12-2016","UWD","009TOCHI","HED_1853","BIT_0341","HG","C","HHIF",""," ","01/2017","","219","-219"
"23-12-2016","UWD","009VGLOI","HED_1009","BIT_1032","HG","C","HHIF",""," ","01/2017","","32","-32"
"23-12-2016","UWD","009WCBLA","HED_1267","BIT_0213","HG","C","HHIF",""," ","01/2017","31","","31"
"23-12-2016","UWD","00BCLIB1","OMN_0324","","HG","C","HHIF",""," ","01/2017","9","","9"
"23-12-2016","UWD","00BHAHWB","INS_0950","BIT_1342","HG","C","HHIF",""," ","01/2017","","240","-240"
"23-12-2016","UWD","00FSBCDA","OMN_0041","","HG/T","C","HHIF",""," ","01/2017","3031","","3031"
"23-12-2016","UWD","00FSBCDA","OMN_0041","","HG/T","C","HHIF",""," ","01/2017","","9600","-9600"
"23-12-2016","UWD","00FSBCDA","OMN_0041","","HG/T","C","HHIF",""," ","03/2017","10","","10"
"23-12-2016","UWD","00FSBCDA","OMN_0041","","HG/T","C","HHIF",""," ","03/2017","","844","-844"
"23-12-2016","UWD","00FSBCDA","OMN_0041","","HG/T","C","HHIF",""," ","12/2016","3912","","3912"
"23-12-2016","UWD","00FSBCDA","OMN_0041","","HG/T","C","HHIF",""," ","12/2016","","4598","-4598"
"23-12-2016","UWD","00FSBCZR","GPR_0023","","HG","C","HHIF",""," ","12/2016","8041","","8041"
"23-12-2016","UWD","00FSBCZR","GPR_0023","","HG","C","HHIF",""," ","01/2017","","6076","-6076"
"23-12-2016","UWD","00FSBCZR","GPR_0023","","HG","C","HHIF",""," ","03/2017","3473","","3473"
"23-12-2016","UWD","00FSBCZR","GPR_0023","","HG","C","HHIF",""," ","06/2017","2000","","2000"
"23-12-2016","UWD","00L30700","OMN_0240","","HG","C","HHIF",""," ","01/2017","102","","102"
"23-12-2016","UWD","00L31681","OMN_0342","","HG","C","HHIF",""," ","12/2016","77","","77"
"23-12-2016","UWD","00L31681","OMN_0342","","HG","C","HHIF",""," ","12/2016","","77","-77"
"23-12-2016","UWD","00L31681","OMN_0342","","HG","C","HHIF",""," ","01/2017","70","","70"
"23-12-2016","UWD","00L31681","OMN_0342","","HG","C","HHIF",""," ","01/2017","","22","-22"
"23-12-2016","UWD","00L31901","OMN_0307","","HG","C","HHIF",""," ","01/2017","51","","51"
"23-12-2016","UWD","00L32000","OMN_0215","BIT_0580","HG","C","HHIF",""," ","12/2016","4","","4"
"23-12-2016","UWD","00L32001","OMN_0406","","HG","C","HHIF",""," ","12/2016","3","","3"
"23-12-2016","UWD","00L32737","OMN_0240","","HG","C","HHIF",""," ","01/2017","14","","14"
"23-12-2016","UWD","00L33498","OMN_0240","","HG","C","HHIF",""," ","01/2017","71","","71"
"23-12-2016","UWD","00N54423","HED_0231","BIT_0363","HG","C","HHIF",""," ","12/2016","","50","-50"
"23-12-2016","UWD","00N54660","HED_1168","BIT_1207","HG","C","HHIF",""," ","01/2017","","7","-7"
"23-12-2016","UWD","00N54816","HED_1166","BIT_1205","HG","C","HHIF",""," ","12/2016","","115","-115"
"23-12-2016","UWD","00N55AMN","HED_1401","BIT_1385","HG","C","HHIF",""," ","01/2017","","11","-11"
"23-12-2016","UWD","00N56080","HED_0747","BIT_1146","HG","C","HHIF",""," ","12/2016","1655","","1655"
"23-12-2016","UWD","00N56087","HED_0599","BIT_0859","HG","C","HHIF",""," ","12/2016","","1049","-1049"
"23-12-2016","UWD","00N56087","HED_0599","BIT_0859","HG","C","HHIF",""," ","01/2017","","1967","-1967"
"23-12-2016","UWD","00N56353","HED_1340","BIT_1339","HG","C","HHIF",""," ","01/2017","","750","-750"
"23-12-2016","UWD","00N56406","HED_1426","BIT_1396","HG","C","HHIF",""," ","12/2016","","100","-100"
"23-12-2016","UWD","00N56406","HED_1426","BIT_1396","HG","C","HHIF",""," ","01/2017","","450","-450"
"23-12-2016","UWD","00N56517","HED_1442","BIT_1444","HG","C","HHIF",""," ","12/2016","","86","-86"
"23-12-2016","UWD","00N56521","HED_1443","BIT_1445","HG","C","HHIF",""," ","12/2016","","270","-270"
"23-12-2016","UWD","00N56526","HED_1493","BIT_1478","HG","C","HHIF",""," ","12/2016","","40","-40"
"23-12-2016","UWD","00N56666","UNC_5726","","HG","C","HHIF",""," ","01/2017","","1","-1"
"23-12-2016","UWD","00NAVMFD","HED_1184","BIT_0766","HG","C","HHIF",""," ","12/2016","","32","-32"
"23-12-2016","UWD","00NAVMFD","HED_1184","BIT_0766","HG","C","HHIF",""," ","01/2017","","21","-21"
"23-12-2016","UWD","00NBOROD","HED_0349","BIT_0520","HG","C","HHIF",""," ","01/2017","","29","-29"
"23-12-2016","UWD","00NDMSMF","HED_1282","BIT_0766","HG","C","HHIF",""," ","12/2016","","17","-17"
"23-12-2016","UWD","00NDMSMF","HED_1282","BIT_0766","HG","C","HHIF",""," ","01/2017","","11","-11"
"23-12-2016","UWD","00NGMFP2","INS_0591","BIT_0520","HG","C","HHIF",""," ","01/2017","","20","-20"
"23-12-2016","UWD","00NGMFP3","INS_0591","BIT_0520","HG","C","HHIF",""," ","01/2017","","25","-25"
"23-12-2016","UWD","00NGMFPT","INS_0591","BIT_0520","HG","C","HHIF",""," ","01/2017","","20","-20"
"23-12-2016","UWD","00NGMFUT","INS_0591","BIT_0520","HG","C","HHIF",""," ","01/2017","","51","-51"
"23-12-2016","UWD","00NVOSOL","HED_0604","BIT_0896","HG","C","HHIF",""," ","12/2016","390","","390"
"23-12-2016","UWD","00NVOSOL","HED_0604","BIT_0896","HG","C","HHIF",""," ","01/2017","650","","650"
"23-12-2016","UWD","00NVOSOL","HED_0604","BIT_0896","HG","C","HHIF",""," ","03/2017","","700","-700"
"23-12-2016","UWD","00Q40317","HED_0499","BIT_0799","HG","C","HHIF",""," ","01/2017","48","","48"
"23-12-2016","UWD","00Q45239","INS_1349","BIT_0799","HG","C","HHIF",""," ","01/2017","45","","45"
"23-12-2016","UWD","00Q45240","INS_1320","BIT_0799","HG","C","HHIF",""," ","01/2017","34","","34"
"23-12-2016","UWD","00W25791","HED_1160","BIT_0180","HG","C","HHIF",""," ","01/2017","4","","4"
"23-12-2016","UWD","00W25801","HED_0409","BIT_0180","HG","C","HHIF",""," ","01/2017","3","","3"
"23-12-2016","UWD","00W25961","HED_1181","BIT_0180","HG","C","HHIF",""," ","01/2017","1","","1"
"23-12-2016","UWD","00W26041","INS_0248","BIT_0180","HG","C","HHIF",""," ","01/2017","363","","363"
"23-12-2016","UWD","00Z70631","INS_0287","BIT_0096","HG","C","HHIF",""," ","12/2016","","920","-920"
"23-12-2016","UWD","612602","INS_1638","BIT_1201","HG","C","HHIF",""," ","01/2017","22","","22"
"23-12-2016","UWD","615CGEMO","HED_1363","BIT_1351","HG","C","HHIF",""," ","01/2017","","8","-8"
"23-12-2016","UWD","615FTR23","HED_0512","BIT_1234","HG","C","HHIF",""," ","01/2017","","1","-1"
"23-12-2016","UWD","615GTR23","HED_0512","BIT_1233","HG","C","HHIF",""," ","01/2017","","3","-3"
"23-12-2016","UWD","615RWASO","HED_1287","BIT_1274","HG","C","HHIF",""," ","12/2016","","45","-45"
"23-12-2016","VDC","718253-8","INS_0118","BIT_0068","T","C","HHIF",""," ","01/2017","373","","373"
"23-12-2016","VDC","718832-3","INS_1776","BIT_0927","T","C","HHIF",""," ","01/2017","","932","-932"
"23-12-2016","VDC","718995-3","GPR_0024","","T","H","HHIF",""," ","12/2016","350","","350"
"23-12-2016","BCA","8000","OMN_0329","","T","C","HHIO","8800","P","03/2017","","745","247.71"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","10000","P","12/2018","","75","42.62"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","6000","P","12/2016","100","","-0.23"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","7000","P","12/2016","","200","0.68"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","7400","P","12/2016","","200","0.84"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","7500","P","12/2016","","200","0.88"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","7600","P","12/2016","","250","1.18"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","7800","P","12/2016","","150","0.8"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","8000","C","12/2016","","100","-100"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","8000","P","12/2016","","125","0.76"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","8600","P","12/2016","","300","9.6"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","8800","P","12/2016","","25","1.77"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","9000","C","12/2016","100","","77.74"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","9000","P","12/2016","","150","31.77"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","9400","P","12/2016","","50","47.48"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","9600","P","12/2016","225","","-225"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","10000","C","12/2016","50","","0.45"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","10200","C","12/2016","100","","0.76"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","10400","C","12/2016","","50","-0.34"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","10600","C","12/2016","","100","-0.6"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","12000","C","12/2016","25","","0.09"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","8400","P","01/2017","","50","6.06"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","9400","P","01/2017","","200","130.8"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","8000","P","03/2017","","100","14.14"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","8200","P","03/2017","","200","35.42"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","8600","P","03/2017","","250","67.55"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","8800","P","03/2017","","500","166.25"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","9000","P","03/2017","","50","20.13"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","11000","C","03/2017","100","","3.31"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","9000","P","06/2017","","150","69.29"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","9600","P","06/2017","200","","-126.56"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","9200","P","12/2016","","200","120.38"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","9200","C","12/2016","200","","80.7"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","9600","C","12/2016","","200","-2.92"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","10800","P","12/2016","","100","100"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","8000","P","06/2017","","200","45.58"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","9200","P","12/2017","","50","24.27"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","10000","C","12/2017","","100","-36.52"
"23-12-2016","BCA","8000-Y2","INV_0037","","HG","C","HHIO","10000","C","12/2018","","75","-32.52"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","4000","P","12/2016","31476","","-37.77"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","5000","P","12/2016","3490","","-5.93"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","5600","P","12/2016","","500","1"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","5600","P","12/2016","200","","-0.4"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","6000","P","12/2016","500","","-1.15"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","7000","P","12/2016","","538","1.83"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","7000","P","12/2016","440","","-1.5"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","7200","P","12/2016","","2325","8.84"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","7200","P","12/2016","650","","-2.47"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","7600","P","12/2016","1000","","-4.7"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","8000","C","12/2016","1585","","1585"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","8000","P","12/2016","4865","","-29.68"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","8000","P","12/2016","","250","1.53"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","8200","C","12/2016","1014","","1006.7"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","8200","P","12/2016","1014","","-7.3"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","8200","P","12/2016","","600","4.32"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","8400","C","12/2016","","1075","-1058.88"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","8400","P","12/2016","1020","","-15.3"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","8400","P","12/2016","","500","7.5"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","8600","P","12/2016","","500","16"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","8800","C","12/2016","","1420","-1304.27"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","8800","C","12/2016","620","","569.47"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","8800","P","12/2016","1870","","-132.21"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","8800","P","12/2016","","100","7.07"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","9000","C","12/2016","1000","","777.4"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","9000","P","12/2016","1500","","-317.7"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","9000","P","12/2016","","650","137.67"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","9200","C","12/2016","1010","","407.54"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","9200","P","12/2016","","1010","607.92"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","9200","P","12/2016","200","","-120.38"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","9400","C","12/2016","","290","-20.59"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","9400","C","12/2016","334","","23.71"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","9600","C","12/2016","","975","-14.24"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","9600","C","12/2016","859","","12.54"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","9600","P","12/2016","","625","625"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","9600","P","12/2016","400","","-400"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","9800","C","12/2016","154","","1.69"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","2000","P","12/2016","16100","","-11.27"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","6300","P","03/2017","682","","-9.89"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","7000","P","03/2017","500","","-20.1"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","8400","P","03/2017","","365","80.26"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","8400","P","03/2017","1500","","-329.85"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","9200","C","03/2017","","600","-312.18"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","10000","C","03/2017","","2700","-595.08"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","10000","C","03/2017","320","","70.53"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","10000","P","03/2017","2500","","-1953.75"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","10400","C","03/2017","1449","","173.3"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","8600","P","06/2017","500","","-177.85"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","8800","P","06/2017","","1000","407.1"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","9400","C","06/2017","","575","-243.8"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","9600","C","06/2017","","200","-73.66"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","9600","C","06/2017","500","","184.15"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","11000","C","06/2017","","600","-52.62"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","7600","P","12/2017","1192","","-263.67"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","7800","P","12/2017","","2000","491.8"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","8000","P","12/2017","","500","136.95"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","8400","C","12/2017","2239","","1480.65"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","8400","C","12/2017","","100","-66.13"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","8400","P","12/2017","1837","","-620.17"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","8800","C","12/2017","1925","","1138.25"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","6000","P","03/2017","14333","","-118.96"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","8800","P","12/2017","200","","-81.76"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","8800","P","12/2017","","825","337.26"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","9200","C","12/2017","1560","","805.27"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","9200","P","12/2017","","2890","1402.52"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","9600","C","12/2017","750","","329.63"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","10000","C","12/2017","","804","-293.62"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","10000","C","12/2017","4900","","1789.48"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","10000","P","12/2017","3696","","-2366.55"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","10000","P","12/2017","","1900","1216.57"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","10400","P","12/2017","600","","-419.22"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","10800","C","12/2017","2098","","501"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","11200","C","12/2017","","1300","-242.45"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","11600","C","12/2017","","500","-69.3"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","13800","C","12/2017","","4700","-80.37"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","7000","P","06/2018","","500","93.55"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","8000","P","06/2018","600","","-182.16"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","7200","P","12/2018","","1200","267.96"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","8000","P","12/2018","","2000","617.4"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","8800","P","12/2018","","800","326.64"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","9200","C","12/2018","","855","-461.1"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","9200","P","12/2018","855","","-394.58"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","9600","C","12/2018","","1174","-570.68"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","11200","C","12/2018","2300","","676.66"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","12000","C","12/2018","500","","103.9"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","15000","C","12/2016","2500","","5.75"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","15800","C","12/2016","","1000","-2.1"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","16600","C","12/2016","","750","-1.5"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","10800","C","12/2016","","250","-1.38"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","10800","C","12/2016","500","","2.75"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","11000","C","12/2016","650","","3.25"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","11200","C","12/2016","","4446","-20.9"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","11200","P","12/2016","2350","","-2350"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","11400","C","12/2016","1100","","4.84"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","9800","P","12/2016","1400","","-1400"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","10000","C","12/2016","","885","-7.97"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","10000","C","12/2016","700","","6.3"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","10000","P","12/2016","859","","-859"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","10400","C","12/2016","","167","-1.12"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","10400","C","12/2016","500","","3.35"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","10400","P","12/2016","","33","33"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","10400","P","12/2016","500","","-500"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","8200","C","03/2017","500","","410.8"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","8200","P","03/2017","500","","-88.55"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","8600","C","03/2017","500","","364"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","8600","P","03/2017","500","","-135.1"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","9600","C","03/2017","100","","35.91"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","9600","C","03/2017","","500","-179.55"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","9600","P","06/2017","500","","-316.4"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","9400","C","12/2017","1200","","573.24"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","9400","P","12/2017","","1200","630.24"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","9800","C","12/2017","1350","","542.3"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","9800","P","12/2017","","850","512.64"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","10000","C","06/2018","","700","-276.78"
"23-12-2016","BCA","90000","OMN_0327","","T","C","HHIO","10000","P","06/2018","700","","-425.25"
